Samples,Nitrososphaeria,Nanoarchaeia,Acidobacteriae,Blastocatellia,Holophagae,Subgroup 5,Thermoanaerobaculia,Vicinamibacteria,Acidimicrobiia,Actinobacteria,MB-A2-108,Thermoleophilia,Fimbriimonadia,Bacteroidia,Kapabacteria,Bdellovibrionia,Oligoflexia,Anaerolineae,Chloroflexia,Dehalococcoidia,JG30-KF-CM66,KD4-96,Ktedonobacteria,OLB14,TK10,Cyanobacteriia,Sericytochromatia,Vampirivibrionia,Babeliae,Desulfuromonadia,Elusimicrobia,Lineage IIa,Lineage IIb,Fibrobacteria,Bacilli,Clostridia,Desulfitobacteriia,BD2-11 terrestrial group,Gemmatimonadetes,Longimicrobia,S0134 terrestrial group,bacteriap25,Myxococcia,Polyangia,Nitrospiria,Berkelbacteria,Gracilibacteria,Parcubacteria,Saccharimonadia,WWE3,BD7-11,Phycisphaerae,Planctomycetes,vadinHA49,Alphaproteobacteria,Gammaproteobacteria,Spirochaetia,Sumerlaeia,Chlamydiae,Verrucomicrobiae,Watering_Regm
SRR5224809,0.0000000000,0.0000000000,0.1691774892,0.0175468975,0.0004040404,0.0000000000,0.0069264069,0.0020779221,0.0000000000,0.0851370851,0.0000000000,0.0065223665,0.0010389610,0.1402020202,0.0005194805,0.0015007215,0.0026551227,0.0000000000,0.0015007215,0.0000000000,0.0000000000,0.0000000000,0.0130447330,0.0000000000,0.0000000000,0.0001731602,0.0001731602,0.0000000000,0.0000000000,0.0033477633,0.0000000000,0.0000000000,0.0007503608,0.0017893218,0.0890620491,0.0027705628,0.0000000000,0.0000000000,0.0245310245,0.0000000000,0.0000000000,0.0000000000,0.0008658009,0.0243001443,0.0054834055,0.0000000000,0.0000000000,0.0000000000,0.0006349206,0.0000000000,0.0000000000,0.0018470418,0.0000000000,0.0000000000,0.1994227994,0.1341414141,0.0000000000,0.0000000000,0.0000000000,0.0624531025,1
SRR5224810,0.0012710151,0.0000000000,0.3099543590,0.0058351147,0.0098792536,0.0000000000,0.0037552718,0.0021953897,0.0005777341,0.0909931250,0.0000000000,0.0091281992,0.0000000000,0.0545381016,0.0003466405,0.0008088278,0.0000000000,0.0000000000,0.0006932810,0.0000000000,0.0000000000,0.0000000000,0.0404991623,0.0000000000,0.0007510544,0.0001733202,0.0000000000,0.0000000000,0.0000000000,0.0015598821,0.0003466405,0.0007510544,0.0010399214,0.0042752325,0.0980992547,0.0050262869,0.0000000000,0.0000000000,0.0518227512,0.0000000000,0.0000000000,0.0000000000,0.0051996071,0.0123057369,0.0062973020,0.0010976948,0.0000000000,0.0000000000,0.0121324167,0.0000000000,0.0000000000,0.0035241782,0.0000000000,0.0000000000,0.1501530995,0.0610664972,0.0000000000,0.0000000000,0.0000000000,0.0539025940,0
SRR5224811,0.000000e+00,0.000000e+00,2.060897e-01,3.235498e-02,2.657731e-03,0.000000e+00,3.466605e-04,2.484400e-03,0.000000e+00,1.317310e-02,0.000000e+00,0.000000e+00,2.368847e-03,2.758840e-01,2.368847e-03,0.000000e+00,1.213312e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.666513e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.675526e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.311070e-04,8.666513e-04,1.791079e-03,1.704414e-02,0.000000e+00,0.000000e+00,0.000000e+00,8.955396e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.657731e-03,3.166166e-02,4.737694e-03,3.466605e-04,1.848856e-03,1.617749e-03,1.675526e-02,0.000000e+00,0.000000e+00,2.311070e-03,5.777675e-05,0.000000e+00,1.380864e-01,1.423619e-01,0.000000e+00,0.000000e+00,0.000000e+00,7.938526e-02,0
SRR5224813,0.0000000000,0.0000000000,0.2017665397,0.0253434938,0.0000000000,0.0017896317,0.0065234961,0.0013277912,0.0000000000,0.0534003002,0.0000000000,0.0050225147,0.0009814109,0.2101373975,0.0010968710,0.0000000000,0.0001154601,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0232074818,0.0000000000,0.0000000000,0.0010968710,0.0010968710,0.0000000000,0.0000000000,0.0000000000,0.0005195705,0.0008659508,0.0006350306,0.0000000000,0.0554785821,0.0019628218,0.0000000000,0.0000000000,0.0253434938,0.0000000000,0.0000000000,0.0000000000,0.0024246623,0.0196282185,0.0053688950,0.0000000000,0.0002309202,0.0000000000,0.0129315322,0.0000000000,0.0000000000,0.0013855213,0.0000000000,0.0000000000,0.1409190625,0.0835353885,0.0000000000,0.0000000000,0.0000000000,0.1158642189,1
SRR5224814,2.311337e-04,5.778343e-05,1.609268e-01,3.831041e-02,4.218190e-03,3.467006e-04,2.195770e-03,2.311337e-03,1.617936e-03,9.141338e-02,0.000000e+00,2.519357e-02,1.617936e-03,1.181093e-01,1.213452e-03,2.369121e-03,4.102623e-03,1.906853e-03,1.040102e-03,0.000000e+00,0.000000e+00,0.000000e+00,6.720213e-02,2.889171e-04,8.667514e-04,3.467006e-03,0.000000e+00,0.000000e+00,0.000000e+00,5.200508e-04,0.000000e+00,1.444586e-03,2.889171e-04,2.831388e-03,6.448631e-02,2.253554e-03,0.000000e+00,0.000000e+00,3.426557e-02,0.000000e+00,2.311337e-04,5.778343e-05,1.213452e-02,3.074078e-02,1.594823e-02,4.044840e-04,0.000000e+00,2.311337e-04,5.027158e-03,0.000000e+00,0.000000e+00,7.049578e-03,2.311337e-04,0.000000e+00,1.164336e-01,9.332024e-02,0.000000e+00,2.889171e-04,0.000000e+00,8.280365e-02,1
SRR5224815,0.0000000000,0.0000000000,0.1274594657,0.0271767353,0.0001154002,0.0000000000,0.0024811032,0.0000000000,0.0000000000,0.1968149559,0.0000000000,0.0047891062,0.0021349028,0.1324793722,0.0000000000,0.0000000000,0.0000000000,0.0006347008,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0166753217,0.0000000000,0.0000000000,0.0013848018,0.0000000000,0.0000000000,0.0000000000,0.0031158041,0.0000000000,0.0012694017,0.0000000000,0.0069817091,0.1283826669,0.0018464024,0.0000000000,0.0000000000,0.0206566269,0.0000000000,0.0010963014,0.0000000000,0.0035774047,0.0130979170,0.0045006059,0.0000000000,0.0000000000,0.0000000000,0.0013848018,0.0000000000,0.0000000000,0.0020772027,0.0000000000,0.0000000000,0.1310368703,0.1092262420,0.0000000000,0.0000000000,0.0000000000,0.0596041775,1
SRR5224816,0.0002315619,0.0000000000,0.2291304851,0.0236193123,0.0055574852,0.0000000000,0.0013893713,0.0037628806,0.0009841380,0.0633321755,0.0000000000,0.0263980549,0.0015630427,0.0734630080,0.0028366331,0.0026629617,0.0055574852,0.0037628806,0.0014472618,0.0000000000,0.0000000000,0.0000000000,0.0502489290,0.0000000000,0.0003473428,0.0006367952,0.0002315619,0.0007525761,0.0009262475,0.0005789047,0.0001736714,0.0004052333,0.0016788237,0.0029524140,0.1202385087,0.0020840570,0.0000000000,0.0000000000,0.0369341206,0.0024892903,0.0003473428,0.0004631238,0.0094940373,0.0249507931,0.0090309135,0.0030103045,0.0000000000,0.0174250318,0.0189880746,0.0000000000,0.0003473428,0.0046312377,0.0000000000,0.0002894524,0.1186175755,0.0665161514,0.0000000000,0.0000000000,0.0001157809,0.0593956235,0
SRR5224817,0.0000000000,0.0000000000,0.2147189648,0.0331003408,0.0030616371,0.0000000000,0.0047368725,0.0035815378,0.0000000000,0.0174455548,0.0000000000,0.0000000000,0.0032927041,0.1735312807,0.0014441684,0.0005776674,0.0013286350,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0160013864,0.0000000000,0.0000000000,0.0004621339,0.0005776674,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0013864017,0.0021951360,0.0261683323,0.0010398013,0.0000000000,0.0000000000,0.0246663971,0.0000000000,0.0000000000,0.0000000000,0.0014441684,0.0179654555,0.0041014384,0.0004621339,0.0006932009,0.0020796026,0.0119577147,0.0000000000,0.0000000000,0.0019640691,0.0000000000,0.0004043672,0.1768817515,0.2038588181,0.0000000000,0.0000000000,0.0000000000,0.0488706603,0
SRR5224818,0.0000000000,0.0000000000,0.0364820471,0.0043801510,0.0000000000,0.0000000000,0.0000000000,0.0011526713,0.0000000000,0.0538297504,0.0000000000,0.0000000000,0.0004610685,0.2074232033,0.0000000000,0.0000000000,0.0017290070,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0013832056,0.0000000000,0.0000000000,0.0061667915,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0041496167,0.0019019077,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0608610455,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001729007,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1645438303,0.4457379978,0.0000000000,0.0000000000,0.0000000000,0.0096248055,0
SRR5224822,2.311337e-04,5.778343e-04,2.559806e-01,4.680458e-02,7.396279e-03,0.000000e+00,2.426904e-03,4.796025e-03,1.733503e-03,4.131515e-02,0.000000e+00,1.190339e-02,2.484687e-03,1.024500e-01,2.600254e-03,3.293655e-03,1.745060e-02,2.889171e-03,0.000000e+00,0.000000e+00,5.778343e-05,3.467006e-04,4.842251e-02,0.000000e+00,1.675719e-03,1.271235e-03,0.000000e+00,0.000000e+00,5.778343e-04,0.000000e+00,1.733503e-04,1.733503e-04,1.791286e-03,1.733503e-03,6.194383e-02,2.137987e-03,0.000000e+00,0.000000e+00,4.391541e-02,9.245348e-04,0.000000e+00,0.000000e+00,5.489426e-03,2.097538e-02,1.490812e-02,1.906853e-03,1.155669e-03,8.378597e-03,1.456142e-02,0.000000e+00,5.200508e-04,6.529527e-03,0.000000e+00,1.733503e-04,1.044147e-01,7.760314e-02,0.000000e+00,0.000000e+00,0.000000e+00,7.390500e-02,0
SRR5224823,0.0000000000,0.0000000000,0.2943695388,0.0243041491,0.0032984202,0.0000000000,0.0042821596,0.0040506915,0.0000000000,0.0061917713,0.0000000000,0.0065968405,0.0039349575,0.1334992188,0.0006944043,0.0000000000,0.0042242926,0.0020832128,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0355882183,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0166657022,0.0000000000,0.0008101383,0.0001736011,0.0024882819,0.0494763035,0.0106475320,0.0000000000,0.0000000000,0.0256929576,0.0000000000,0.0000000000,0.0000000000,0.0168393033,0.0244198831,0.0044557607,0.0000000000,0.0005208032,0.0021989468,0.0135987501,0.0000000000,0.0000000000,0.0015045426,0.0000000000,0.0000000000,0.1543313466,0.1046814420,0.0000000000,0.0000000000,0.0000000000,0.0483768300,0
SRR5224826,0.0000000000,0.0000000000,0.1275392428,0.0203139428,0.0000000000,0.0000000000,0.0031163435,0.0017890120,0.0002308403,0.0855263158,0.0000000000,0.0084833795,0.0019044321,0.2243190212,0.0009233610,0.0005771006,0.0004039705,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0494575254,0.0000000000,0.0000000000,0.0011542013,0.0000000000,0.0000000000,0.0000000000,0.0105032318,0.0000000000,0.0011542013,0.0004616805,0.0036934441,0.0437442290,0.0028277932,0.0000000000,0.0000000000,0.0134464451,0.0000000000,0.0000000000,0.0000000000,0.0109649123,0.0216989843,0.0039819945,0.0000000000,0.0000000000,0.0005193906,0.0047322253,0.0000000000,0.0000000000,0.0005771006,0.0000000000,0.0000000000,0.1595683287,0.1211334257,0.0000000000,0.0000000000,0.0000000000,0.0752539243,1
SRR5224827,0.000000e+00,0.000000e+00,1.616908e-02,5.370445e-03,0.000000e+00,0.000000e+00,2.887336e-04,5.774672e-04,8.662008e-04,2.591095e-01,0.000000e+00,1.154934e-03,0.000000e+00,3.031125e-01,0.000000e+00,0.000000e+00,1.732402e-04,1.559162e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.020962e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.774672e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.905642e-03,4.908471e-03,2.887336e-04,0.000000e+00,0.000000e+00,2.136629e-03,0.000000e+00,0.000000e+00,0.000000e+00,9.816943e-04,2.506208e-02,1.732402e-04,5.774672e-05,1.154934e-03,0.000000e+00,8.662008e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.026794e-02,1.615753e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.008604e-02,1
SRR5224828,0.0000000000,0.0004612014,0.1942811023,0.0212729159,0.0012106538,0.0000000000,0.0042661132,0.0009800530,0.0004035513,0.0223682693,0.0000000000,0.0053038164,0.0009224029,0.1715669319,0.0007494523,0.0034590107,0.0006341520,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0408739767,0.0006341520,0.0000000000,0.0006341520,0.0000000000,0.0000000000,0.0008071025,0.0000000000,0.0000000000,0.0000000000,0.0007494523,0.0059956186,0.1117836965,0.0011530036,0.0000000000,0.0000000000,0.0326876513,0.0000000000,0.0000000000,0.0000000000,0.0062262193,0.0359160613,0.0061109189,0.0006918021,0.0000000000,0.0010377032,0.0202352127,0.0000000000,0.0000000000,0.0008071025,0.0000000000,0.0000000000,0.1468926554,0.1044621238,0.0000000000,0.0000000000,0.0000000000,0.0544217687,0
SRR5224829,0.000000e+00,0.000000e+00,2.420342e-01,2.747633e-02,4.329254e-03,1.039021e-03,2.539829e-03,3.982914e-03,0.000000e+00,1.021704e-02,0.000000e+00,3.290233e-03,3.290233e-03,2.050335e-01,1.096744e-03,1.039021e-03,1.558532e-03,1.904872e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.060725e-02,4.040637e-04,0.000000e+00,5.195105e-04,5.772339e-05,1.731702e-04,2.308936e-04,7.504041e-04,4.040637e-04,4.040637e-04,1.327638e-03,1.096744e-03,1.893327e-02,1.731702e-04,0.000000e+00,0.000000e+00,1.910644e-02,2.308936e-04,0.000000e+00,0.000000e+00,3.752020e-03,1.962595e-02,4.502424e-03,2.308936e-04,2.886169e-04,4.444701e-03,1.206419e-02,0.000000e+00,0.000000e+00,2.078042e-03,2.308936e-04,0.000000e+00,1.351305e-01,1.770376e-01,0.000000e+00,0.000000e+00,2.308936e-04,6.713230e-02,0
SRR5224830,0.0000000000,0.0000000000,0.0211643280,0.0043488345,0.0026093007,0.0000000000,0.0026672852,0.0006378291,0.0000000000,0.0147860373,0.0000000000,0.0006378291,0.0002319378,0.2888785805,0.0000000000,0.0037110055,0.0008697669,0.0051606170,0.0018555027,0.0000000000,0.0000000000,0.0000000000,0.0197147165,0.0000000000,0.0000000000,0.0000000000,0.0006378291,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002319378,0.0029572075,0.0000000000,0.0000000000,0.0000000000,0.0007537980,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0112489853,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0017395338,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1668792764,0.4252580308,0.0000000000,0.0000000000,0.0000000000,0.0230198307,0
SRR5224831,0.000000e+00,0.000000e+00,9.915014e-02,1.757530e-02,2.312540e-04,0.000000e+00,1.618778e-03,2.023472e-03,5.781349e-04,9.666416e-02,0.000000e+00,1.150489e-02,0.000000e+00,2.137943e-01,0.000000e+00,1.792218e-03,1.734405e-04,4.046945e-04,7.515754e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.879112e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.046945e-04,5.781349e-05,7.515754e-04,0.000000e+00,5.318841e-03,6.671677e-02,8.672024e-04,0.000000e+00,0.000000e+00,1.838469e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.092675e-02,2.353009e-02,7.689195e-03,4.046945e-04,0.000000e+00,8.093889e-04,1.023299e-02,0.000000e+00,0.000000e+00,5.203214e-04,0.000000e+00,0.000000e+00,1.725733e-01,1.377696e-01,0.000000e+00,0.000000e+00,0.000000e+00,6.798867e-02,1
SRR5224832,0.000000e+00,0.000000e+00,1.160951e-01,1.512527e-02,6.927607e-04,0.000000e+00,2.136012e-03,2.193742e-03,0.000000e+00,1.584690e-01,0.000000e+00,1.443251e-03,1.500981e-03,1.958203e-01,5.773005e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.458030e-02,0.000000e+00,0.000000e+00,5.773005e-05,0.000000e+00,0.000000e+00,0.000000e+00,4.618404e-04,3.463803e-04,3.463803e-04,4.618404e-04,1.905092e-03,5.062926e-02,3.463803e-04,0.000000e+00,0.000000e+00,1.114190e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.059693e-02,5.080245e-03,0.000000e+00,5.195705e-04,0.000000e+00,7.447177e-03,0.000000e+00,0.000000e+00,1.731902e-03,0.000000e+00,0.000000e+00,1.597968e-01,1.378016e-01,0.000000e+00,0.000000e+00,0.000000e+00,6.269484e-02,1
SRR5224833,0.0000000000,0.0000000000,0.0201365583,0.0103575975,0.0015044555,0.0000000000,0.0022566833,0.0013887282,0.0002893184,0.3608957297,0.0000000000,0.0022566833,0.0010994098,0.2053003125,0.0000000000,0.0011572735,0.0000000000,0.0012730008,0.0039347298,0.0000000000,0.0000000000,0.0000000000,0.0507464414,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001157273,0.0000000000,0.0001157273,0.0005207731,0.0118041893,0.0000000000,0.0000000000,0.0000000000,0.0022566833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0097210971,0.0009258188,0.0000000000,0.0000000000,0.0003471820,0.0046290939,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0878949196,0.1872468464,0.0000000000,0.0000000000,0.0000000000,0.0318250203,1
SRR5224834,0.000000e+00,1.155001e-04,1.582929e-01,2.789328e-02,9.240009e-04,2.887503e-04,1.674752e-03,1.732502e-03,1.674752e-03,6.519982e-02,0.000000e+00,1.386001e-02,3.465003e-04,1.498036e-01,9.240009e-04,2.656503e-03,1.963502e-03,0.000000e+00,1.155001e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.972164e-01,0.000000e+00,9.240009e-04,1.732502e-03,5.775006e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.620005e-04,1.501502e-03,3.234003e-03,7.761608e-02,2.714253e-03,0.000000e+00,0.000000e+00,3.078078e-02,0.000000e+00,2.887503e-04,0.000000e+00,4.677755e-03,2.344652e-02,3.811504e-03,3.465003e-04,0.000000e+00,2.887503e-04,5.024255e-03,0.000000e+00,0.000000e+00,9.817510e-03,0.000000e+00,0.000000e+00,9.228459e-02,6.450681e-02,0.000000e+00,0.000000e+00,2.310002e-04,5.157080e-02,0
SRR5224835,0.000000e+00,0.000000e+00,2.395773e-01,3.533895e-02,2.078762e-03,1.212611e-03,2.771683e-03,3.695577e-03,2.309736e-04,1.795819e-02,0.000000e+00,1.501328e-03,5.889826e-03,2.216769e-01,1.212611e-03,1.790045e-03,2.771683e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.962236e-02,0.000000e+00,0.000000e+00,4.042037e-04,5.774339e-05,2.309736e-04,0.000000e+00,8.084074e-04,1.732302e-04,2.887169e-04,1.616815e-03,1.905532e-03,1.726527e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.980598e-02,4.619471e-04,0.000000e+00,0.000000e+00,2.367479e-03,2.280864e-02,6.986950e-03,6.929207e-04,1.963275e-03,4.157524e-03,1.524425e-02,0.000000e+00,1.732302e-04,5.774339e-05,0.000000e+00,0.000000e+00,1.361012e-01,1.297494e-01,0.000000e+00,0.000000e+00,0.000000e+00,6.934981e-02,0
SRR5224836,0.0000000000,0.0000000000,0.0254325862,0.0027871327,0.0007548484,0.0000000000,0.0018580885,0.0000000000,0.0000000000,0.0652653583,0.0000000000,0.0006387179,0.0008709790,0.3049007084,0.0000000000,0.0011613053,0.0012193706,0.0025548717,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0396005110,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0024387411,0.0016258274,0.0000000000,0.0000000000,0.0000000000,0.0015096969,0.0000000000,0.0000000000,0.0000000000,0.0019742190,0.0797816746,0.0000000000,0.0000000000,0.0009871095,0.0000000000,0.0027871327,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1586343050,0.2838810823,0.0002322611,0.0000000000,0.0000000000,0.0191034723,0
SRR5224838,0.0000000000,0.0000000000,0.1206021456,0.0239358634,0.0005190910,0.0006921214,0.0059983851,0.0028261622,0.0015572730,0.1890644826,0.0000000000,0.0087091937,0.0036913139,0.1246395201,0.0006344446,0.0000000000,0.0004614142,0.0002307071,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0578498097,0.0000000000,0.0000000000,0.0000000000,0.0001153536,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0005767678,0.0000000000,0.0018456569,0.0468912216,0.0004614142,0.0000000000,0.0000000000,0.0208213173,0.0000000000,0.0000000000,0.0000000000,0.0036913139,0.0183412158,0.0032298996,0.0000000000,0.0000000000,0.0000000000,0.0049602030,0.0000000000,0.0000000000,0.0020763641,0.0000000000,0.0000000000,0.1305225516,0.1773560964,0.0000000000,0.0000000000,0.0000000000,0.0476986965,1
SRR5224839,0.0000000000,0.0000000000,0.0054266251,0.0018473617,0.0000000000,0.0000000000,0.0009814109,0.0000000000,0.0000000000,0.2571873918,0.0000000000,0.0000000000,0.0002309202,0.2728899665,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0293845976,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0010968710,0.0102759497,0.0000000000,0.0000000000,0.0000000000,0.0005773005,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0169726360,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0850941000,0.3131278143,0.0000000000,0.0000000000,0.0000000000,0.0049070546,1
SRR5224840,0.0000000000,0.0000000000,0.2104958630,0.0168952150,0.0013307875,0.0000000000,0.0042816641,0.0030087369,0.0001735810,0.0735983336,0.0000000000,0.0152172655,0.0013886478,0.0973210669,0.0023144130,0.0017358098,0.0051495689,0.0011572065,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0681594631,0.0006364636,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0009257652,0.0013886478,0.0035873402,0.0870219291,0.0017936701,0.0000000000,0.0000000000,0.0436266852,0.0000000000,0.0008100446,0.0000000000,0.0174159579,0.0333275473,0.0071168200,0.0008100446,0.0038766418,0.0022565527,0.0124978302,0.0000000000,0.0000000000,0.0016779494,0.0000000000,0.0000000000,0.1465602037,0.0895677834,0.0000000000,0.0000000000,0.0000000000,0.0428745010,0
SRR5224841,0.0000000000,0.0000000000,0.1116303219,0.0135571709,0.0005769009,0.0000000000,0.0021922234,0.0016730126,0.0000000000,0.0105572863,0.0000000000,0.0007499712,0.0008076612,0.2665859005,0.0004615207,0.0024229837,0.0000000000,0.0041536864,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0027114342,0.0000000000,0.0000000000,0.0001730703,0.0000000000,0.0000000000,0.0000000000,0.0025960540,0.0000000000,0.0000000000,0.0000000000,0.0014999423,0.0119995385,0.0000000000,0.0000000000,0.0000000000,0.0121149187,0.0000000000,0.0000000000,0.0000000000,0.0025383639,0.0291911850,0.0036921657,0.0000000000,0.0001153802,0.0010961117,0.0047882774,0.0000000000,0.0000000000,0.0009230414,0.0002884504,0.0000000000,0.1754932503,0.3089881158,0.0000000000,0.0000000000,0.0000000000,0.0264220607,0
SRR5224842,0.000000e+00,0.000000e+00,3.291373e-03,4.619471e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.938099e-02,0.000000e+00,0.000000e+00,5.774339e-05,3.125650e-01,0.000000e+00,2.194249e-03,6.351773e-04,2.540709e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.816376e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.732302e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.501328e-03,4.619471e-04,0.000000e+00,0.000000e+00,0.000000e+00,4.619471e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.159141e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.829426e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.464603e-04,0.000000e+00,1.996766e-01,3.458829e-01,0.000000e+00,0.000000e+00,0.000000e+00,4.965931e-03,0
SRR5224843,0.0000000000,0.0000000000,0.2237632917,0.0343273232,0.0057212205,0.0015603329,0.0022538141,0.0043920481,0.0006356912,0.0450762829,0.0000000000,0.0059523810,0.0038141470,0.1432038835,0.0004045307,0.0027739251,0.0017337032,0.0003467406,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0383726306,0.0000000000,0.0000000000,0.0008090615,0.0000000000,0.0000000000,0.0000000000,0.0008090615,0.0002311604,0.0000000000,0.0000000000,0.0036985668,0.0636269071,0.0010402219,0.0000000000,0.0000000000,0.0236939436,0.0000000000,0.0005201110,0.0000000000,0.0020804438,0.0374479889,0.0137540453,0.0002889505,0.0000000000,0.0012135922,0.0118469718,0.0000000000,0.0000000000,0.0015025428,0.0004045307,0.0000000000,0.1333217753,0.0993411928,0.0000000000,0.0000000000,0.0000000000,0.0900369857,1
SRR5224844,0.0000000000,0.0000000000,0.1241200231,0.0145412579,0.0000000000,0.0005770340,0.0031159838,0.0000000000,0.0000000000,0.1196191575,0.0000000000,0.0076745528,0.0015002885,0.2297749567,0.0008078477,0.0006347374,0.0000000000,0.0022504328,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0154645124,0.0005770340,0.0005193306,0.0002885170,0.0000000000,0.0000000000,0.0000000000,0.0159261396,0.0000000000,0.0005193306,0.0000000000,0.0037507213,0.0758222735,0.0126947490,0.0000000000,0.0000000000,0.0165608771,0.0000000000,0.0000000000,0.0000000000,0.0097518754,0.0111944605,0.0050201962,0.0000000000,0.0007501443,0.0000000000,0.0068090017,0.0000000000,0.0000000000,0.0015579919,0.0000000000,0.0000000000,0.1530871321,0.1184650894,0.0000000000,0.0000000000,0.0000000000,0.0466243508,1
SRR5224846,0.0008666513,0.0004044373,0.2140628611,0.0331638549,0.0026577305,0.0004622140,0.0014444188,0.0061243356,0.0000000000,0.0527501733,0.0000000000,0.0210307372,0.0014444188,0.0521146291,0.0017333025,0.0026577305,0.0065287728,0.0005199908,0.0000000000,0.0000000000,0.0002888838,0.0001733303,0.0862606887,0.0000000000,0.0023688468,0.0008088745,0.0000000000,0.0001155535,0.0002888838,0.0001733303,0.0003466605,0.0004044373,0.0013288653,0.0019644095,0.1472151606,0.0018488560,0.0000000000,0.0000000000,0.0454125260,0.0002888838,0.0002311070,0.0000000000,0.0103998151,0.0177374624,0.0093020569,0.0016755258,0.0004044373,0.0110353594,0.0276172868,0.0000000000,0.0000000000,0.0058354518,0.0000000000,0.0000000000,0.1112780217,0.0624566674,0.0000000000,0.0000000000,0.0000000000,0.0547723596,0
